id,date,user,pc,activity
{B3F9-A3JH70UO-2639OAFK},02/11/2010 11:31:35,DTAA/GVH0277,PC-3870,Connect
{P7B0-T8GW29NY-1967YRRP},02/11/2010 11:32:16,DTAA/KLS0717,PC-3136,Connect
{U7B2-N0SM00CX-4356UCDV},02/11/2010 11:34:40,DTAA/YCV0635,PC-4928,Connect
{B6E4-I6QR63WZ-2459FGTP},02/11/2010 11:36:04,DTAA/CHA0174,PC-2751,Connect
{Z2N9-F5GP70PP-1510MSQI},02/11/2010 11:43:13,DTAA/HCG0731,PC-4643,Connect
{P2X8-M6JU53ME-7544ZEEV},02/11/2010 11:43:42,DTAA/HCG0731,PC-4643,Disconnect
{N0S2-D3LE07AN-5552NOVC},02/11/2010 11:50:36,DTAA/YCV0635,PC-4928,Disconnect
{Y2N1-K4AG29UF-9602NGAQ},02/11/2010 11:51:48,DTAA/DIS0382,PC-2501,Connect
{H0A9-A2GP38IS-1830FFZS},02/11/2010 11:52:36,DTAA/JLL0301,PC-0807,Connect
{O4D0-V7ER36RZ-6742PJNK},02/11/2010 11:56:28,DTAA/JLM0053,PC-1334,Connect
{S0H6-K6WE46QB-3673RYKZ},02/11/2010 11:57:15,DTAA/SJA0691,PC-3231,Connect
{O3J3-O1WX42ZF-9089BHQT},02/11/2010 12:07:03,DTAA/MAB0532,PC-0797,Connect
{N7W0-U7EU32IW-5542FCQJ},02/11/2010 12:07:25,DTAA/YCB0005,PC-3392,Connect
{I0R2-K7ND61YQ-1445DOQX},02/11/2010 12:09:54,DTAA/SPK0818,PC-1938,Connect
{X2G6-Q3CL50VF-6602QZWW},02/11/2010 12:11:24,DTAA/MAB0532,PC-0797,Disconnect
{A3G8-F1JE10MI-7624FRLE},02/11/2010 12:17:03,DTAA/JBS0483,PC-4011,Disconnect
{O6X0-K1IN13SH-4414OPRG},02/11/2010 12:23:16,DTAA/IKH0904,PC-3664,Connect
{H4V9-D0HK27KP-0339DGCD},02/11/2010 12:26:39,DTAA/TLB0017,PC-0053,Disconnect
{J4T1-Z4CC34EV-8149YQRR},02/11/2010 12:29:04,DTAA/ARK0026,PC-2707,Connect
{N8C3-C0VT04BG-2228IBFN},02/11/2010 12:29:08,DTAA/CHA0174,PC-2751,Disconnect
{G2H3-G0JY07JL-8926QDAU},02/11/2010 12:33:57,DTAA/FFP0721,PC-0690,Disconnect
{F4N4-R1BG26NA-7809PTDD},02/11/2010 12:34:47,DTAA/EMZ0196,PC-1479,Connect
{I8R5-S6PF24UX-7345YEBF},02/11/2010 12:35:15,DTAA/HTS0265,PC-1744,Disconnect
{I4T4-U8SV70RQ-7955VSHU},02/11/2010 12:37:04,DTAA/HTC0607,PC-1033,Disconnect
{C8Y2-C5PZ53SY-2629BPWL},02/11/2010 12:40:37,DTAA/JSB0493,PC-2493,Connect
{L1N5-S0XE93SW-5450LJCX},02/11/2010 12:45:21,DTAA/WDW0485,PC-3096,Connect
{Z7M3-I7JW12VK-0779SLAK},02/11/2010 12:45:54,DTAA/LRH0747,PC-2216,Connect
{R1C0-O3YA71SC-1398NQHR},02/11/2010 12:46:20,DTAA/QKR0651,PC-4881,Connect
{W4C1-R6IM66FM-1276HWWI},02/11/2010 12:49:50,DTAA/LTM0418,PC-4820,Connect
{M1I5-H9NG98EY-7267KSRK},02/11/2010 12:56:34,DTAA/JMS0793,PC-3179,Connect
{X9V3-K1VE04ST-3311BTVR},02/11/2010 13:02:37,DTAA/JCS0873,PC-1560,Connect
{S8H0-I7FW12TD-4615MPUX},02/11/2010 13:02:45,DTAA/MMF0289,PC-1734,Connect
{Q3D5-L1US81NA-4486YYLU},02/11/2010 13:02:54,DTAA/CTH0856,PC-4677,Disconnect
{K7G4-O8DT50KG-7267YNZD},02/11/2010 13:05:21,DTAA/BGF0236,PC-1848,Connect
{Z3N8-L7EL38JG-5545AYQR},02/11/2010 13:05:32,DTAA/DFW0798,PC-3141,Connect
{J1N0-E4IM19YD-0332JJMM},02/11/2010 13:10:13,DTAA/MCM0346,PC-2974,Connect
{R4G1-C3IL66JJ-2274BTFW},02/11/2010 13:17:43,DTAA/KSB0673,PC-0847,Connect
{C6Q7-V9FJ66VA-5778VXPX},02/11/2010 13:18:22,DTAA/ABB0272,PC-0726,Disconnect
{J9B1-Y3JD98KW-6844OHOH},02/11/2010 13:19:54,DTAA/JCS0873,PC-1560,Disconnect
{G5E0-X3XA91UF-0266ZIGO},02/11/2010 13:25:05,DTAA/MXM0838,PC-4983,Disconnect
{W8N9-Z0DW02VB-6283IXNW},02/11/2010 13:25:52,DTAA/NNB0443,PC-4625,Disconnect
{F6W6-S1FF80NI-8006HMJA},02/11/2010 13:30:00,DTAA/SKW0871,PC-1529,Connect
{F1N1-Q0DV31ME-2466NDBL},02/11/2010 13:33:10,DTAA/MMH0612,PC-2886,Connect
{C9X4-Z0AU99VE-3074SXPR},02/11/2010 13:36:01,DTAA/DIS0382,PC-2501,Disconnect
{E1I1-S5KT19OA-2141PQQS},02/11/2010 13:36:15,DTAA/NSP0910,PC-4479,Connect
{F9D2-W0HA22SQ-3185MVTC},02/11/2010 13:37:19,DTAA/SLC0778,PC-3199,Connect
{P8W5-Z9PQ42NJ-5160VZPL},02/11/2010 13:39:03,DTAA/ARK0026,PC-2707,Disconnect
{A1C0-S3MD49IA-8690YITV},02/11/2010 13:40:27,DTAA/SPK0818,PC-1938,Disconnect
{B0F7-G3JR33NC-6461CPKJ},02/11/2010 13:41:26,DTAA/NSP0910,PC-4479,Disconnect
{H8S3-W4RH87EY-2923LHSW},02/11/2010 13:46:10,DTAA/SJA0691,PC-3231,Disconnect
{J2E2-T0MM34TT-0103WUKN},02/11/2010 13:47:28,DTAA/GSL0697,PC-3442,Connect
{N9I9-W7LM32GI-7758HAVY},02/11/2010 13:48:55,DTAA/RHP0688,PC-2436,Disconnect
{N6Z6-D3FS40ES-6960RQHA},02/11/2010 13:51:05,DTAA/SCW0707,PC-1217,Connect
{T0I4-M9CL77YU-7326LPVS},02/11/2010 13:52:05,DTAA/JZO0727,PC-2134,Disconnect
{W0B9-N1QB15HG-8465UFZL},02/11/2010 13:55:32,DTAA/YCB0005,PC-3392,Disconnect
{X2K4-I3GP99RI-0048CTDK},02/11/2010 13:56:29,DTAA/HKM0260,PC-4359,Connect
{Q2E0-D6ME32ST-7614MNGZ},02/11/2010 13:59:50,DTAA/TNB0740,PC-2015,Connect
{Y9T7-U0SI96YM-2116FMTK},02/11/2010 14:01:47,DTAA/BJC0569,PC-2588,Disconnect
{K4H6-X8BX06GA-2050POCK},02/11/2010 14:03:50,DTAA/BAF0379,PC-3645,Disconnect
{Z7K3-A1TU51AQ-0187VTAB},02/11/2010 14:04:17,DTAA/LCK0666,PC-3245,Connect
{T9M2-K7EC43KU-2583IWTM},02/11/2010 14:05:52,DTAA/ATJ0284,PC-4337,Connect
{X6S5-D4VW30OC-9552FELQ},02/11/2010 14:08:53,DTAA/DBB0235,PC-0309,Connect
{I2F0-C5SO67MQ-7075RQBU},02/11/2010 14:08:56,DTAA/ATJ0284,PC-4337,Disconnect
{K8Q1-W5UI60BA-5543WXUB},02/11/2010 14:12:52,DTAA/BGF0236,PC-1848,Disconnect
{E7G5-N0KR86UX-7515FULH},02/11/2010 14:13:32,DTAA/HKM0260,PC-4359,Disconnect
{B5V0-F9QV42GW-1172WYMI},02/11/2010 14:19:49,DTAA/XQW0354,PC-4067,Disconnect
{M5C4-R5FB30AF-9587YPTI},02/11/2010 14:22:08,DTAA/LCG0546,PC-0030,Connect
{H7C9-C5ZS79OC-0799QJSZ},02/11/2010 14:24:14,DTAA/DFW0798,PC-3141,Disconnect
{Z8L4-A3LB49KN-9224CQXZ},02/11/2010 14:25:34,DTAA/LID0942,PC-3769,Connect
{P2O3-U5NO25DX-0136BJSV},02/11/2010 14:27:35,DTAA/SLC0778,PC-3199,Disconnect
{N6W4-S7ZQ48MU-9412NSCX},02/11/2010 14:28:34,DTAA/IKH0904,PC-3664,Disconnect
{F5N3-S6VN09GY-6091XGCG},02/11/2010 14:30:27,DTAA/LPG0099,PC-2359,Connect
{F3P2-I4PI48KD-7850HPHR},02/11/2010 14:36:16,DTAA/LRH0747,PC-2216,Disconnect
{B2W1-F7QA79LM-8315CAQV},02/11/2010 14:38:02,DTAA/SKW0871,PC-1529,Disconnect
{F9R7-K3FI98CB-6388ZLZZ},02/11/2010 14:41:12,DTAA/WMJ0364,PC-4532,Connect
{T0T2-W1LL31VW-9437JYMR},02/11/2010 14:49:44,DTAA/CJW0317,PC-1900,Connect
{B2I1-T6ZQ57YF-6830DDKJ},02/11/2010 14:50:12,DTAA/AQG0678,PC-1127,Connect
{R5D3-V3JF46HB-5347PKKV},02/11/2010 14:50:51,DTAA/VCG0663,PC-2219,Connect
{Y7U9-B5LH73JN-2102ECLJ},02/11/2010 14:53:24,DTAA/AFR0646,PC-0323,Connect
{E6X5-I9EX14XS-4328EYWX},02/11/2010 14:53:39,DTAA/VCG0663,PC-2219,Disconnect
{M2P3-D7OY23WL-2627ODZG},02/11/2010 14:56:06,DTAA/MQL0135,PC-4656,Disconnect
{J5S9-D8BB71UH-8247FTZV},02/11/2010 15:01:34,DTAA/JMS0793,PC-3179,Disconnect
{A2M3-U4FP99CV-6225QUHS},02/11/2010 15:07:08,DTAA/CJW0317,PC-1900,Disconnect
{G9B2-V1WE78XY-1077HEFD},02/11/2010 15:15:44,DTAA/PXB0069,PC-1972,Connect
{T7P6-N2KO12JH-4775MJKE},02/11/2010 15:19:34,DTAA/MZW0111,PC-0698,Connect
{P7P3-F0VH97TR-5744OZCZ},02/11/2010 15:21:52,DTAA/LID0942,PC-3769,Disconnect
{X3F4-Z5RB24RL-1090LYMC},02/11/2010 15:23:12,DTAA/MZW0111,PC-0698,Disconnect
{U9Y9-E2EK72MU-9882JYAU},02/11/2010 15:23:27,DTAA/SAH0192,PC-4079,Connect
{Q8H1-V3WQ44FH-9566RWMD},02/11/2010 15:28:44,DTAA/WMJ0364,PC-4532,Disconnect
{K7D3-Y9PI55EM-7582QJJF},02/11/2010 15:31:57,DTAA/LTM0418,PC-4820,Disconnect
{D9B6-N5ET89LT-6541BJXN},02/11/2010 15:34:07,DTAA/AQG0678,PC-1127,Disconnect
{K4I7-W3QL25WH-3503WJBP},02/11/2010 15:36:29,DTAA/PXB0069,PC-1972,Disconnect
{V6B8-B0UO34RK-8480KIDP},02/11/2010 15:38:03,DTAA/AJB0370,PC-0054,Connect
{H4V1-G5AX39XJ-0380GSJK},02/11/2010 15:40:04,DTAA/SCW0707,PC-1217,Disconnect
{F0L8-D2RP84GU-7943ZOIF},02/11/2010 15:45:19,DTAA/AFR0646,PC-0323,Disconnect
{F9B3-Q8VO45OD-5980DZHK},02/11/2010 15:45:40,DTAA/ACH0803,PC-4334,Disconnect
{P8N6-M9RT23GW-5906UDQN},02/11/2010 15:46:32,DTAA/AJC0266,PC-4661,Disconnect
{L3Y5-U8DN59RH-7918ZCOF},02/11/2010 15:48:32,DTAA/TNB0740,PC-2015,Disconnect
{D6B1-D3XR03LB-2030QSPU},02/11/2010 16:00:48,DTAA/HBL0517,PC-1343,Connect
{P4I7-Y8GY99DA-4564GXLT},02/11/2010 16:01:20,DTAA/LCG0546,PC-0030,Disconnect
{R6U6-U8QY26PW-5723PKFA},02/11/2010 16:05:36,DTAA/MMF0289,PC-1734,Disconnect
{E4T5-R6WN59OK-6235HWSV},02/11/2010 16:07:20,DTAA/JLM0053,PC-1334,Disconnect
{U1X8-A7YH19VA-1041GJFK},02/11/2010 16:09:02,DTAA/LPG0099,PC-2359,Disconnect
{K3U3-V7LA45WK-7770RKVA},02/11/2010 16:16:16,DTAA/WDW0485,PC-3096,Disconnect
{L4C9-L1ET24OD-2398IYXY},02/11/2010 16:16:23,DTAA/KSB0673,PC-0847,Disconnect
{X0C5-M5XK64HN-8687DEVQ},02/11/2010 16:21:03,DTAA/AJB0370,PC-0054,Disconnect
{T6L0-I6VG54EK-5565WPYH},02/11/2010 16:30:45,DTAA/HBL0517,PC-1343,Disconnect
{W3B9-O6IR50GS-7414CCXW},02/11/2010 16:35:36,DTAA/GVH0277,PC-3870,Disconnect
{G9E2-Y0CQ91LQ-6003YNDJ},02/11/2010 16:38:07,DTAA/KLS0717,PC-3136,Disconnect
{G0K9-F2LZ48DO-0827NMWM},02/11/2010 16:41:11,DTAA/ODW0839,PC-1940,Connect
{D0H5-M1JJ28NU-4044CAIE},02/11/2010 16:49:28,DTAA/HSR0472,PC-3512,Disconnect
{R6Q7-D7RA11IJ-5258NMBL},02/11/2010 16:54:35,DTAA/GHC0041,PC-1139,Disconnect
{L4Q9-A7EE44LL-7091ADIE},02/11/2010 16:58:57,DTAA/BPC0533,PC-1229,Connect
{Q8E6-T3GY58EB-8147HPJI},02/11/2010 17:06:15,DTAA/DBB0235,PC-0309,Disconnect
{N8K4-Y0QU26CY-1046SZDL},02/11/2010 17:08:45,DTAA/MIC0914,PC-3326,Connect
{F8E9-P0WC03KS-1379SKPV},02/11/2010 17:08:58,DTAA/MMH0612,PC-2886,Disconnect
{K7N9-T1NB26GZ-2927XKFD},02/11/2010 17:11:52,DTAA/RBC0879,PC-1261,Connect
{Y3W0-E0XA26RG-2139CCGC},02/11/2010 17:17:28,DTAA/BPC0533,PC-1229,Disconnect
{U4H4-M3QI06BK-5408EEYO},02/11/2010 17:18:46,DTAA/JLL0301,PC-0807,Disconnect
{R4A8-L4WF90LY-4972AGYO},02/11/2010 17:19:18,DTAA/PIP0746,PC-0416,Connect
{U5U8-R1OJ14SG-9685VXBS},02/11/2010 17:24:32,DTAA/MJM0469,PC-1592,Connect
{K5U7-I5MM41HK-7723WRZV},02/11/2010 17:25:41,DTAA/RVS0852,PC-2420,Connect
{V1K7-A7GM82BJ-2398AQHY},02/11/2010 17:27:23,DTAA/KKW0676,PC-4445,Connect
{L5V9-L9JG90TU-1292APIG},02/11/2010 17:42:40,DTAA/MJM0469,PC-1592,Disconnect
{L5M0-Y4IU53UW-3445DYNM},02/11/2010 17:51:35,DTAA/EMZ0196,PC-1479,Disconnect
{L3S5-W4LE58SU-0390WESD},02/11/2010 17:55:18,DTAA/KKW0676,PC-4445,Disconnect
{U4R4-T2MS16OL-5109MWYA},02/11/2010 18:13:35,DTAA/MIC0914,PC-3326,Disconnect
{L4J6-B7IN68FZ-5633TXWH},02/11/2010 18:14:10,DTAA/RBC0879,PC-1261,Disconnect
{Q4S2-Z2JA78GB-9266IDEA},02/11/2010 18:21:37,DTAA/PIP0746,PC-0416,Disconnect
{K9G6-G0KG41KL-0989BZPJ},02/11/2010 18:27:26,DTAA/JSB0493,PC-2493,Disconnect
{H2F7-Q8TN06SX-8719QXKX},02/11/2010 18:28:09,DTAA/CAC0854,PC-0303,Disconnect
{N2F1-K3YC80AT-5810URAV},02/11/2010 18:28:10,DTAA/AFH0331,PC-0850,Connect
{V0P1-H1OM89CR-9684TEZS},02/11/2010 18:56:59,DTAA/KSW0597,PC-3787,Connect
{Z7T7-R3FI67QA-8883WDON},02/11/2010 19:01:39,DTAA/KSW0597,PC-3787,Disconnect
{B1R1-F3MN71KV-7194KMQA},02/11/2010 19:02:40,DTAA/LCK0666,PC-3245,Disconnect
{B3I7-A3KR16OT-8916YKXD},02/11/2010 19:17:37,DTAA/QKR0651,PC-4881,Disconnect
{A6V4-U7HZ59IN-2773PZSA},02/11/2010 19:25:42,DTAA/AJB0016,PC-1116,Disconnect
{P6Z0-S1FA28ND-1805PCQH},02/11/2010 20:05:38,DTAA/ODW0839,PC-1940,Disconnect
{N4V6-N0RN81TH-8656EOZC},02/11/2010 22:20:29,DTAA/MCF0427,PC-3754,Connect
{Q2K9-N9OR69ZH-0303ENZQ},02/12/2010 01:38:28,DTAA/HCG0731,PC-4643,Connect
{F5D9-C4YE47DB-9490MYOB},02/12/2010 01:45:13,DTAA/HCG0731,PC-4643,Disconnect
{K4I0-A2OW45HR-1327QBXG},02/12/2010 03:52:29,DTAA/HNS0858,PC-3790,Connect
{A5Y5-I7LD26JU-4125XNGS},02/12/2010 03:52:45,DTAA/HNS0858,PC-3790,Disconnect
{E5N0-C7NQ66HU-3267QNHU},02/12/2010 04:04:03,DTAA/CHA0174,PC-2751,Connect
{E2B5-T6KU79IG-3530SSZW},02/12/2010 04:07:50,DTAA/CHA0174,PC-2751,Disconnect
{W0T4-D6WR15FW-5882CROV},02/12/2010 04:15:34,DTAA/AJP0553,PC-1270,Connect
{A0D2-U4ZQ61VJ-9924HPUU},02/12/2010 04:30:19,DTAA/AJP0553,PC-1270,Disconnect
{S7H5-R6MD78XD-0684YWEY},02/12/2010 07:43:36,DTAA/VFP0669,PC-1717,Connect
{O4I4-E5YM22PG-2002HYCW},02/12/2010 07:50:47,DTAA/WOT0549,PC-0304,Connect
{H1R5-F4KZ96MG-8549MXWH},02/12/2010 07:59:36,DTAA/PUH0847,PC-2550,Connect
{C2J4-G2CN47JC-1852LANK},02/12/2010 08:05:49,DTAA/LID0942,PC-3769,Connect
{A5T8-P6UJ31EN-4807LTEE},02/12/2010 08:07:28,DTAA/PUH0847,PC-2550,Disconnect
{W8K1-B1LX85CX-7825OMTH},02/12/2010 08:15:12,DTAA/MQL0135,PC-4656,Connect
{U9E1-Y8EE05JC-9156BOBW},02/12/2010 08:23:47,DTAA/JZO0727,PC-2134,Connect
{E5O3-S2ZA08FL-8234ZGFV},02/12/2010 08:33:38,DTAA/JZO0727,PC-2134,Disconnect
{H6M9-G2JJ73MH-7020UAYF},02/12/2010 08:34:51,DTAA/COS0121,PC-0462,Connect
{I8O6-M7RY83KG-7342LMBT},02/12/2010 08:48:50,DTAA/GRS0372,PC-2242,Connect
{N6J0-F3JI55YX-8307JHZJ},02/12/2010 08:56:08,DTAA/RES0962,PC-3736,Connect
{W1C6-F2FV43CS-3114KVJK},02/12/2010 09:02:12,DTAA/AQG0678,PC-1127,Connect
{T2G3-E9KB26LQ-9758UYME},02/12/2010 09:08:18,DTAA/CJW0317,PC-1900,Connect
{Q6Z2-Q2HD55KX-1731QTTQ},02/12/2010 09:10:07,DTAA/HSR0472,PC-3512,Connect
{C6C0-R0IQ16AZ-5381VWYN},02/12/2010 09:12:07,DTAA/DDK0417,PC-0980,Connect
{S5M3-X7UT48AY-1991QYQC},02/12/2010 09:28:39,DTAA/JMS0793,PC-3179,Connect
{P9X6-N2CB58CX-0089BRCG},02/12/2010 09:29:25,DTAA/RHP0688,PC-2436,Connect
{U5O1-Y2MZ41SI-3096XZRB},02/12/2010 09:30:42,DTAA/AQG0678,PC-1127,Disconnect
{G6K7-O9KE40NV-1637ZNOW},02/12/2010 09:36:38,DTAA/RME0699,PC-2049,Connect
{Q9F4-G9GK68GN-9536ESYO},02/12/2010 09:37:13,DTAA/WCN0570,PC-3651,Connect
{K3J4-F4OZ76YS-9717OJJL},02/12/2010 09:38:16,DTAA/BYB0347,PC-0714,Connect
{H0Z7-Z0XV49CC-0352ZSPA},02/12/2010 09:39:31,DTAA/ESB0080,PC-2529,Connect
{L1Q8-A8IZ00IY-9239YAZS},02/12/2010 09:46:24,DTAA/GRS0372,PC-2242,Disconnect
{N0L8-B2WS04WK-7651RBHQ},02/12/2010 10:06:50,DTAA/DFW0798,PC-3141,Connect
{N2Z6-E2AZ66OH-5923DGJG},02/12/2010 10:12:55,DTAA/LTM0418,PC-4820,Connect
{H3Y5-V8QU04HQ-7222LDTK},02/12/2010 10:22:18,DTAA/LCG0546,PC-0030,Connect
{K5Y6-J3NO07VW-0120TUCA},02/12/2010 10:23:45,DTAA/EGM0401,PC-0936,Connect
{H8N4-C3RX88IC-9484QNSG},02/12/2010 10:37:22,DTAA/HSR0472,PC-3512,Disconnect
{B3N1-O7MQ31VX-4256MUFZ},02/12/2010 10:45:38,DTAA/SCW0707,PC-1217,Connect
{B2Q6-U9IN34OJ-7179HUDX},02/12/2010 10:46:28,DTAA/OYR0801,PC-0088,Connect
{Y0P7-Y7HR37ET-4611AZFX},02/12/2010 10:56:43,DTAA/CHA0174,PC-2751,Connect
{Z6M6-J7CC25ZA-7882TIPQ},02/12/2010 10:57:40,DTAA/GHC0041,PC-1139,Connect
{M8O3-S5QI44BZ-1983HEWX},02/12/2010 11:02:16,DTAA/XKR0971,PC-1355,Connect
{P3D2-E9FC02MH-0770QNTH},02/12/2010 11:03:50,DTAA/VFP0669,PC-1717,Disconnect
{N4K0-Z3UN40XN-5708XOVW},02/12/2010 11:18:27,DTAA/PXB0069,PC-1972,Connect
{H6I0-A0AP61SZ-9722BDRO},02/12/2010 11:21:17,DTAA/SDC0032,PC-3081,Connect
{A0U0-H3EM50UF-0104WZTS},02/12/2010 11:22:20,DTAA/NNB0443,PC-4625,Connect
{R4M0-K9VG66IB-2465AFJD},02/12/2010 11:27:45,DTAA/DBF0903,PC-2783,Connect
{L1U4-L8TM11QF-5312KKIK},02/12/2010 11:32:17,DTAA/MXM0838,PC-4983,Connect
{P7U7-H9QU95OO-7649NCQU},02/12/2010 11:33:02,DTAA/MZW0111,PC-0698,Connect
{I9V5-P4CE62SB-3072WVZO},02/12/2010 11:34:02,DTAA/WOT0549,PC-0304,Disconnect
{Y8H5-B5EP05DS-9867UBIW},02/12/2010 11:37:13,DTAA/EDH0146,PC-3973,Connect
{T4I4-Q2HU28QC-5565CHEO},02/12/2010 11:38:10,DTAA/AJB0016,PC-1116,Connect
{H8M8-N4EZ13MZ-5763MFFD},02/12/2010 11:38:13,DTAA/PXB0069,PC-1972,Disconnect
{P0P6-C2YF17ZJ-4807HDDI},02/12/2010 11:48:35,DTAA/OYR0801,PC-0088,Disconnect
{K1H7-P8EA44GD-4194HGLQ},02/12/2010 11:51:02,DTAA/ZKH0388,PC-1021,Connect
{C7X9-F4WH25JL-7095BEQV},02/12/2010 11:52:22,DTAA/MJM0469,PC-1592,Connect
{B3S9-E7WO02DM-5938RQAS},02/12/2010 12:06:05,DTAA/AJC0266,PC-4661,Connect
{X5D6-A2JA45EQ-7136FDHQ},02/12/2010 12:06:49,DTAA/ABB0272,PC-0726,Connect
{D9I9-M8IU90IX-2110NILW},02/12/2010 12:11:17,DTAA/ESB0080,PC-2529,Disconnect
{G7F3-H2VZ46UA-0459WSGS},02/12/2010 12:17:57,DTAA/JLM0053,PC-1334,Connect
{J5L7-T0BW81MG-3496GLHZ},02/12/2010 12:19:15,DTAA/LPG0099,PC-2359,Connect
{T1O5-M1RN84EC-6575UFHQ},02/12/2010 12:19:26,DTAA/LPG0099,PC-2359,Disconnect
{G0I1-D8XL18TG-1733VIQA},02/12/2010 12:22:39,DTAA/SDC0032,PC-3081,Disconnect
{J3T2-X5VO12SH-4628KSHO},02/12/2010 12:23:08,DTAA/XQW0354,PC-4067,Connect
{F0D7-B3RI90XE-4482ZZRD},02/12/2010 12:23:55,DTAA/KSB0673,PC-0847,Connect
{S2W1-H7BS96VO-4656WHQG},02/12/2010 12:25:17,DTAA/NNB0443,PC-4625,Disconnect
{S4S5-Z4ST12XQ-3675CIJF},02/12/2010 12:26:16,DTAA/NSP0910,PC-4479,Connect
{T1W0-S8NM86YH-5419PPDC},02/12/2010 12:31:54,DTAA/QKR0651,PC-4881,Connect
{K6O4-W7SH29DM-6837WYKN},02/12/2010 12:33:16,DTAA/MCM0346,PC-2974,Connect
{O4G2-K2BW65ZY-2837KNDD},02/12/2010 12:36:29,DTAA/SCW0707,PC-1217,Disconnect
{D7Y7-X9YM38ZR-6710WBHW},02/12/2010 12:42:12,DTAA/SOM0478,PC-3348,Connect
{U8C8-E3SI98DL-9817CFOB},02/12/2010 12:43:35,DTAA/JAM0392,PC-0209,Connect
{O8Y9-X1LO35FA-7253PHAB},02/12/2010 12:44:18,DTAA/HBL0517,PC-1343,Connect
{G6I2-R6XN43KX-3807VGUG},02/12/2010 12:44:38,DTAA/SOM0478,PC-3348,Disconnect
{K7G0-V6TN79YS-8781WMTT},02/12/2010 12:49:29,DTAA/MJM0469,PC-1592,Disconnect
{T9Q9-F6ZU57GB-6185SNRU},02/12/2010 12:58:50,DTAA/NSP0910,PC-4479,Disconnect
{R3M6-R8GK71PD-0103XFXC},02/12/2010 12:59:56,DTAA/MIC0914,PC-3326,Connect
{K5L2-J3VL52KF-7433KSOG},02/12/2010 13:01:00,DTAA/EMZ0196,PC-1479,Connect
{P3H7-A9UQ11TO-2238WNXS},02/12/2010 13:04:10,DTAA/AFN0918,PC-3425,Connect
{A3P4-S0OX48NH-6425PBXK},02/12/2010 13:07:48,DTAA/MQL0135,PC-4656,Disconnect
{E2R3-F9EF47JI-4948QQVL},02/12/2010 13:11:19,DTAA/AFN0918,PC-3425,Disconnect
{Y0D1-O8LJ33SG-4073KMTZ},02/12/2010 13:19:25,DTAA/LID0942,PC-3769,Disconnect
{U3N6-U8RC52TU-8795EAPR},02/12/2010 13:25:47,DTAA/COS0121,PC-0462,Disconnect
{P7C1-K8UN44UN-9956GLXO},02/12/2010 13:26:39,DTAA/JLM0053,PC-1334,Disconnect
{T2N9-O4FM34TW-2695XQGS},02/12/2010 13:28:24,DTAA/PSP0555,PC-0017,Connect
{L9A8-H4NS10SK-3323FFZF},02/12/2010 13:28:59,DTAA/AJC0266,PC-4661,Disconnect
{F3I0-W4DQ46QS-4386JXZL},02/12/2010 13:29:51,DTAA/MXM0838,PC-4983,Disconnect
{G1L7-T6DL08SI-9202RLRC},02/12/2010 13:35:20,DTAA/MIC0914,PC-3326,Disconnect
{E0C6-P4HX63MO-1644JKEB},02/12/2010 13:37:55,DTAA/GHC0041,PC-1139,Disconnect
{R0W8-P0ON77OY-9355CYNM},02/12/2010 13:43:05,DTAA/WMJ0364,PC-4532,Connect
{G1J7-U1AM38IZ-5426ODVR},02/12/2010 13:43:25,DTAA/XKR0971,PC-1355,Disconnect
{J3J8-J3NX08JJ-1200VIWR},02/12/2010 13:45:08,DTAA/CHA0174,PC-2751,Disconnect
{K1D9-R4SF83KR-0145JKGL},02/12/2010 13:46:21,DTAA/JSW0180,PC-2587,Connect
{L9D6-D6GZ84CK-1682GFJV},02/12/2010 13:56:49,DTAA/DBF0903,PC-2783,Disconnect
{L5F5-V8SP40QT-7029OTNT},02/12/2010 13:56:55,DTAA/SJH0588,PC-2512,Connect
{D4S3-B0NI76AP-4341WEIL},02/12/2010 14:00:03,DTAA/JSW0180,PC-2587,Disconnect
{W5F7-V7DB48QP-0151ZHBM},02/12/2010 14:02:51,DTAA/RVS0852,PC-2420,Connect
{N0D8-D3BX69JK-0984LETB},02/12/2010 14:06:35,DTAA/XQW0354,PC-4067,Disconnect
{H8L6-L9RT25LF-1294RFKW},02/12/2010 14:09:56,DTAA/DAV0579,PC-1701,Connect
{X4V8-D5SG20ZL-4554XEDK},02/12/2010 14:12:38,DTAA/PIP0746,PC-0416,Connect
{Q7H8-J5MZ89NH-7717RVVR},02/12/2010 14:14:12,DTAA/WMJ0364,PC-4532,Disconnect
{I2Q2-E0OU28BV-1064HSID},02/12/2010 14:17:26,DTAA/RHP0688,PC-2436,Disconnect
{R6Y7-B7JY33DC-2646YEQH},02/12/2010 14:18:13,DTAA/PIP0746,PC-0416,Disconnect
{H2G5-T9EO96RR-5943ICFK},02/12/2010 14:21:56,DTAA/FDP0500,PC-4873,Connect
{K2A5-S0BL28RS-2986DGSK},02/12/2010 14:26:30,DTAA/MMF0289,PC-1734,Connect
{C0J4-F3IX71VA-3516GTPC},02/12/2010 14:31:05,DTAA/SLC0778,PC-3199,Connect
{F0V8-V7DJ79PX-2528CAKS},02/12/2010 14:34:05,DTAA/DAV0579,PC-1701,Disconnect
{L2F8-A8BT53WG-0800ARTS},02/12/2010 14:35:15,DTAA/ABB0272,PC-0726,Disconnect
{I5N4-T6MW06TA-7057PUUF},02/12/2010 14:36:44,DTAA/RES0962,PC-3736,Disconnect
